text,positive
"schmeckt wirklich sehr nach Landjägern. Perfekt für Spaghetti Carbonara oder einfach zum pur essen. Hoher Eiweißgehalt, sehr rauchig und würzig! So lecker!",1
"beim ersten Biss ein Geschmackserlebnis. Schmeckt wie man Landjäger kennt. Ich habe immer viele auf Vorrat, mache ab und zu damit ein deftiges Vesper oder nehme sie gerne mit zu Ausflügen. Manchmal gehe ich auch einfach an den Kühlschrank und esse eine direkt aus der Hand. Yummy!",1
"Leckerster Riegel für unterwegs, tolle Konsistenz und (wer das möchte) auch fleischiger im Geschmack als andere Riegel. Den Preis auf jeden Fall wert.",1
"Wir (ich vegan, mein Freund selten omni/meist veggie) essen sie supergerne mit Senf & Kren zum Frühstück ;) und wir haben immer einige Packungen auf Vorrat zuhause! Auch allen omni-Verwandten & Bekannten haben sie bisher super geschmeckt! Absolute Kaufempfehlung! Wir würden uns wünschen, dass es sie auch als Brotbelag (wie Wursträder) gäbe!!",1
"beste vegane Wurst!",1
"Diese Landjäger sind wirklich sehr lecker, vor allem wenn man mal richtig Lust auf etwas deftiges hat! Sogar meinem Freund schmecken sie und er ernährt sich nicht veggie!",1
"Die Streifen sind sehr lecker, leicht pikant und sehr deftig-rauchig gewürzt. Mein Freund (Fleischesser) liebt sie! Ich finde sie pur fast zu stark gewürzt, aber kleingeschnitten sind sie perfekt für Suppen, Kartoffel- und Nudelsalat, Pfannengerichte, Aufläufe, Nudelsoßen...",1
"Unbedingt probieren, wer es gern herzhaft mag, kann nichts falsch machen, der Geschmack ist fantastisch und die Konsistenz lässt auch keine Wünsche offen, evtl könnte man sie runder machen, so viereckig sehen sie erstmal nicht so ansprechend aus, aber das vergisst man beim Probieren ☺",1
"Die sind Klasse und dürfen nie bei mir fehlen, mein Tipp:",1
"Gut. Heirler Bio Landjäger sind lecker.",1
"Man schmeckt kaum einen Unterschied zum ""echten"" Landjäger.",1
"Schmecken fast wie echte Landjäger, absolut herzhaft würzig.",1
"Schmecken tausendmal besser als normale Wurst, die Konsistenz hat einen saftigen Biss , sie sind sehr würzig und sättigen sehr gut. Der Hersteller ist Cenovis hier kaufe ich auch immer mein Bierhefepulver:)",1
"Die Creme ist super lecker, perfekt für Tiramisu. Lediglich die Kühlverpackung finde ich sehr schlecht, das Material sorgt für eine riesen Sauerei. Wo finde die Mascarpone im Einzelhandel?",1
"Habe die Mascarpone noch nicht pur probiert, aber aus einer Mischung von Seidentofu und dieser Mascarpone habe ich ein wunderbares Tiramisu gezaubert.",1
"Vorbei sind die Zeiten, wo ich zwei verschiedene Tiramisu’s machen musste: das für die Gäste und das separate für mich ohne Milch. Mit diesem Mascarponeersatz merkt keiner mehr den unterschied. Volle Punktzahl!",1
"Ich liebe Sie! Suche schon ewig nach Quarkalternativen, wurde aber bisher von Allem enttäuscht. Die Mascarpone lässt sich für alles verwenden! Kuchen, Tiramisu und Kräutercreme werden super lecker. Ich esse sie sogar auf dem Brötchen.",1
"Astreine Qualität, wüsste gar nicht welcher besser ist, der von Spiegelhauer oder von Vantastic Foods. Finde das der ein wenig würziger und käsiger schmeckt und günstiger ist. Da können andere Hersteller nicht mithalten. Benutze die Hefeflocken als Schmelz für die Pizza oder um Käsesoßen zu machen, aber auch um sie einfach über die Bolognese zu streuen, sehr lecker. Würde ich mir auf jeden Fall wieder kaufen.",1
"Meiner Meinung nach die besten Hefeflocken, die ich bis jetzt hatte. Ich streue sie am liebsten direkt über meine Nudelgerichte oder rühre sie zum Verfeinern in Saucen. Besser als Parmesan, dieser ist mir in omnivoren Zeiten immer zur Hälfte kaputt gegangen, bis ich ihn aufbrauchen konnte. Das passiert mir mit den Flocken nicht mehr.",1
"Die Hefeflocken sind sehr gut, bestelle immer gleich mehrere Packungen. Sind aus meiner Küche nicht mehr weg zu denken. Sehr zu empfehlen",1
"Wir verwenden nur noch diese Hefeflocken anstatt Pizzaschmelz oder ähnlichem , wenn wir Käse auf unserer Pizza haben wollen. Schmeckt uns persönlich am meisten und bekommen wir mit diesen Flocken einfach am besten hin.",1
"Das ist jetzt echt mal ein tolles Produkt! die Wraps schmecken zart Karottig und sehr lecker. Sie sind besser zu handhaben als andere Produkte da sie wirklich flexibel sind und nicht so schnell reißen. Mir schmecken sie kalt und auch warm sehr gut und ich werde sie auf jeden Fall wieder kaufen.",1
"Ich suche schon lange nach einer gesunden und kalorienarmen Alternative zu herkömmlichen Wraps. Bis lang konnte ich nur auf Vollkorn zurück greifen. Hier kommt wirklich eine Innovation. Konsistenz, Geschmack und Handhabung sehr nahe an herkömmlichen Wraps.",1
"Ich habe von der FA Beetgold die Möhren Tortillas bestellt und bin sowas von begeistert. Ich könnte die gerade nur noch essen und sie schmecken sogar mit Schokoaufstrich :). Eine ganze Zeit habe ich mir Wraps selber gemacht allerdings mit einiges an Aufwand im Dörrautomaten, nachdem ich Säfte gepresst habe, um den Tester weiterzuverwenden... Ich freue mich richtig doll, dass es solche Wraps/ Torillas nun tatsächlich zu kaufen gibt :). Sie schmecken richtig lecker möhrig und sind zudem ohne unnütze chemische Zusätze. Einen großen Dank an die Firma Beetgold :)",1
"Tolle Nährwerte, lecker, gut zu essen. Top!!!",1
"Ich habe die Tortillas ausprobiert und bin sehr zufrieden. Endlich mal eine Alternative zu den üblichen Weizentortillas. Die Konsistenz ist super und die Tortillas sind sehr gut formbar und werden nicht brüchig. Habe schon verschiedene Füllungen ausprobiert und hat immer top geschmeckt.",1
"Wie waren wirklich begeistert! Kurz in der Pfanne warm gemacht schmecken die Karottentortillas mit Gemüse wirklich frisch und machen einen danach auch nicht so müde. Auch die Rollperformance war wirklich toll, nichts aufgerissen oder durchgesuppt wie man das zB von den glutenfreien kennt. Beim nächsten mal probieren wir die roten, wir freuen uns drauf. Tolle Idee, mehr davon!",1
"Ich LIEBE diese Wraps (Variante Rote Beete ebenso)! Sie haben eine tolle Konsistenz und bleiben formbar / härten nicht aus, so dass man sie ganz toll rollen und falten kann. Das jeweilige Gemüse ist schmeckbar, aber nicht zu aufdringlich - man kann die Tortillas also ganz frei kombinieren. Dazu noch weizenfrei mit super Nährwerten. Der Preis für 4 STück ist top, und der ganze Gedanke dahinter (bio und nachhaltig) sehr lobenswert.",1
"Sehr lecker",1
"Der Geruch war für mich erstmal gewöhnungsbedürftig.Aber die Konsistenz ist super und in der Kombination mit einer Füllung schmeckt er sehr gut.",1
"Mein Freund und ich waren lange auf der Suche nach einer veganen Hollandaise und sind mit dieser endlich fündig geworden. Wir lieben sie und sind total überzeugt von dem Geschmack. Sie kommt aufjedenfall an das Original ran und schmeckt uns persönlich noch ein bisschen besser. Eine klare 10/10! Danke bedda für diese super Soße, ich wüsste nicht was ich ohne die machen würde! Mega lecker!",1
"Ich habe zwar noch nie die nicht-vegane Version probiert, aber ich hätte nie gedacht, dass eine Sauce sooo lecker schmecken kann. Vor allem mit gekochten Kartoffeln! Ich empfehle das Produkt zu 100% weiter. :)",1
"Endlich eine Hollandaise, die an das Original herankommt! Nur leider sehr kalorienreich mit 400kcal auf 100ml ;-) aber das verzeiht man bedda bei dem Geschmack :-)",1
"Das habt Ihr einfach toll gemacht bedda(!), so lecker & kremig! Ist im Glas, noch ein Pluspunkt & es schmeckt kalt & heiß! Als Dip passt der auch sehr gut. :-D Mein Mann & ich essen es gerade mit Pilztortellini, einfach & einfach gut! Hut ab!",1
"Kommt sehr nah an das Original heran. Ich habe eine Kaseinunverträglichkeit und daher bin ich sehr froh dieses Produkt gefunden zu haben.",1
"Wir sind begeistert. Dieser parmesanähnliche Käse ist ein vollwertiger und köstlicher Ersatz. Er lässt sich feinst reiben oder auch in feinste Stücke schneiden. Mit Rucola und dem ebenfalls köstlichen Carpaccio von Vantastic Food ein Gedicht!",1
"Mit diesem Käse kann man jeden Wettbewerb gewinnen. Ganz ausgezeichnet! Nicht ganz so fest wie echter Parmesan, aber umso besser lässt er sich portionieren. Ich habe hauchdünne Scheuben auf`s Brot gelegt und bin begeistert. Würzig und lecker. Gut, Parmesan ist von Natur aus eher etwas salzig, deshalb geht dieser Käse auch sehr stark in die gleiche Richtung, allerdings ohne versalzen zu sein oder versalzen zu schmecken. Das ist alles sehr gut ausbalanciert. Auf jeden Fall meine Bestnote 10/10. Den bestelle ich bestimmt wieder.",1
"Während ich mit dem Pizza-Käse so meinte Probleme habe ist das Gerät hier der Wahnsinn. Natürlich schmilzt der Parmesan nicht wie das Original aber wird weich und ist echt saulecker. Auf Nudeln der Hammer.",1
"Ich muss sagen die Käsealternativen werden immer besser. Dieser hier ist schön fest und würzig. Nicht 100% wie echter Parmesan, aber verdammt nah dran. Sehr lecker. Auf jeden Fall ist der Käse es wert probiert zu werden. Für den Preis ist es okay, da man ja nicht kiloweise davon isst. Auf Pasta und mit Trauben ist es ganz gut.",1
"Gut im Geschmack!",1
"Die Abbildung ist weiss und der Käse grau.",1
"Wir mögen total diese Käse.",1
"Mit Käseersatz ist das ja immer so eine Sache... die meisten kann man leider vergessen. Auch Simply V hat beileibe nicht nur Volltreffer im Sortiment.",1
"Von ""echtem""(Kuhmilch) Käse komm ich einfach nicht los, ich bin da wirklich sehr eigen was Käse Ersatzprodukte angeht.",1
"Ich könnte ausflippen vor Freude!!! Noch nie habe ich auch nur ansatzweise so authentischen veganen Parmesan gegessen! Alleine wenn man die Packung öffnet und dran riecht kann man es kaum glauben. Meine Freundin hasst(!) fast alle veganen Käse und sie hätte fast geweint vor Freude weil sie jetzt endlich wieder Käse auf den Nudeln haben kann. Zitat:“Damit müssen wir uns bei der nächsten Bestellung unbedingt eindecken!“",1
"Wieder einmal so ein Produkt, das mich vergessen lässt, dass es ein ""Früher"" gab. Ich muss im Sommer nicht mehr auf Griechischen Salat verzichten. Und mit gutem Olivenöl und den entsprechenden Gewürzen fällt es nicht einmal Omnivoren auf, dass kein ECHTER Feta im Salat ist. Ich liebe das Produkt und bin froh, dass es diesen Feta-Ersatz gibt.",1
"Das ist der mit Abstand beste vegane Käse den ich kenne und ich habe glaube ich fast alle die derzeit verfügbar sind probiert. Es fällt mir ganz schwer mir vorzustellen wie man diesem Käse eine schlechte Bewertung geben kann, aber es zeigt das Geschmack wirklich individuell ist. Jedenfalls ist es für mich der ultimative Käse und ich hoffe das er noch lang und genau so auf dem Markt sein wird.",1
"Habe ihn vor kurzem endeckt und find ihn super lecker. Habe das erste mal in Griechenland eine Feta alternative gegessen und die war nicht annähernd so gut wie dieser. Er ist recht mild und super kremig (just love it!!), ich würde mich für meinen Teil freuen, wenn das spektrum um würzigere/salzigere varianten erweitert wird, bis dahin macht mich der Käse jedoch sehr glücklich! P.S.: Die Aussage ""Ich versteh die ganzen guten Bewertungen nicht"" kann ich auflösen, Geschmack ist nun mal subjektiv, was dir nicht schmeckt ist für mich das beste an veganem Käse, den ich in den letzten Monaten probiert habe.",1
"War zu Beginn skeptisch, ob veganer Feta tatsächlich ein guter Ersatz für richtigen Fetakäse sein kann und war ab dem ersten Bissen baff! Konsistenz wie weicher, cremiger Schafskäse (hab ich ohnehin viel lieber als das bröckelige) und Geschmack sehr sehr fein nach Feta. Also nicht mega intensiv und ""bockelig"" sondern richtig rund und gerade richtig! Für mich besser als das Original! Wenn auch keine mega gesunde Alternative bei der Hauptzutat Kokosöl. Aber als kleine Feta-Gönnung im Salat die Krönung!",1
"Endlich ein genialer veganer Käseersatz! Sogar viel besser als Feta > cremiger und nicht so intensiv - absolut perfekter Geschmack und Konsistenz! Bleibt hoffentlich so, ist ab sofort Standard in unserm Kühlschrank :-)",1
"Wer sich eine 1:1-Feta-Kopie wünscht, wird hier nicht auf seine Kosten kommen - ich finde aber genau diese Mischung aus Frischkäse, Feta und Käse herrlich. Nutze ihn am liebsten als Brotaufstrich oder stückchenweise im Salat. Sehr cremiger und toller Geschmack!",1
"Wir waren sehr positiv überrascht und finden ihn leckerer als Feta. Geschmacklich der Wahnsinn und er bröckelt nicht wie (billiger) Feta aus Kuhmilch, sondern hat eine super Konsistenz. 10/10!",1
"Mein Freund und ich lieben diesen Feta! Das erste Mal haben wir ihn 2018 in Athen in einem veganen griechischen Salat gegessen und wir waren soooo glücklich endlich nochmal diesen Geschmack zu haben :) Und so essen wir in auch zuhause: Feta in Würfel schneiden und zusammen mit Gurke, Tomaten, Zwiebeln, Oliven und Kapern. Gegebenenfalls noch etwas grünen Blattsalat dazu und ein selbstgebackenes ofenwarmes Baguette. Das perfekte Sommeressen für uns!",1
"Mir schmeckt der Käse sehr gut! Ist zwar weicher als gewöhnlicher Feta, aber das macht ihn für mich so lecker! Erinnert mich stark an türkischen Schafskäse!",1
"Geschmacklich der Hammer. Nicht sehr fest, eher etwas fester Streichkäse, aber mann kann ihn in Blöcke schneiden. Meine Frau (absolute Nicht-Veganerin) fand den Käse auch genial und hat ihn mir fast im Alleingang weggegessen. Bestelle jetzt einen Monatsvorrat.",1
"Ich finde den Veta mega lecker. Man darf jetzt zwar nicht einen Fetakäsegeschmack erwarten aber trotzdem ist er super lecker. Wir haben ihn an Silvester in einem Salat gegessen und dort fand ich ihn super lecker und habe ihn dann direkt bestellt. Zum überbacken auf einer Pizza ist er auch super lecker. Er wird zwar etwas flüssiger und ""verschwindet"" optisch aber der GEschmack ist super lecker. Ich kann den Käse wirklich nur empfehlen.",1
"Schmeckt unglaublich gut und deutlich besser als das Original.",1
"Ohne zu übertreiben kann man bei diesem ""Käse"" von Violife 8 Punkte geben. Und tatsächlich verfügt er auch über eine Spur Feta-Geschmack, aber eigentlich ist das eine andere Geschmackskreation. Gegenüber dem Original ist er viel zu mild und die Konsistenz ist auch eine völlig andere. Er läßt sich gut schneiden/portionieren und krümelt nicht. Optisch perfekt, aber eben eine ""neue Geschmacksrichtung"". Wennman ihn mit irgendwas muss man darauf achten, dass der Geschmack nicht vollkommen überdeckt wird. Eine Scheibe Tomate obendrüber (mit Salz und Pfeffer) schmeckt super, aber bitte nichts Intensiveres. Kann man gut allein auf`s Brot legen. Den Preis finde ich allerdings ziemlich üppig.",1
"Der 'Feta' ist wirklich super lecker und jeden Cent wert! Von der Konsistenz ähnelt er dem Original sehr. Schmeckt super in Soßen oder auch pur auf dem Brot. Meine ganze Familie ist verrückt danach und wir essen inzwischen nur noch diesen. Herkömmlicher Feta kommt nicht mehr ins Haus :D",1
"Also mir persönlich schmeckt er zu sehr nach Käse, aber mein Freund, der Feta eigentlich gar nicht so geil findet, findet ihn super. Eigentlich schmeckt der Käse auch absolut gar nicht wie Feta, sondern haargenau wie Frischkäse, nur ein wenig intensiver. DIe Konsistenz ist eher fest, allerdings zergeht der Käse schön auf der Zunge.",1
"Schmeckt mir sogar besser als das Original! :-)",1
"Achtung, Suchtgefahr! :)",1
"Mein Sohn mit Milch-Allergie mag sie sehr!",1
"Geschmack und Geruch sind der ""Kinder Schokolade"" sehr ähnlich. Die Konsistenz ist allerdings fester und fettiger. Trotzdem lecker!",1
"Da wir unsere nicht veganen Riegel auch immer in den Kühlschrank tun, habe ich es mit diesen genau so gemacht und sie schmecken gekühlt einfach nur super!",1
"Ich bin so froh endlich vegane Riegel mit ""Milchfüllung"" zu haben, die auch mal ohne Kokos gemacht ist und sogar ohne Soja und sowas auskommt. Mir persönlich schmecken die Riegel einfach super. Die besten veganen Riegel, die ich gegessen habe. Kann ich wirklich weiterempfehlen!",1
"Es sind eindeutig keine Ersatz-Kinderriegel. ABER trotzdem sind sie echt lecker. Der Geschmack lässt sich schwer beschreiben und ist beim ersten Biss gewöhnungsbedürftig..aber dann entfaltet sich der tolle Geschmack. Der Nachgeschmack erinnert auf jeden Fall an Kinderriegel.",1
